Address	Length	Type	String
.rdata:1053A700	0000001F	C	ACT_DI_ALYX_ZOMBIE_TORSO_MELEE
.rdata:1053A720	00000019	C	ACT_DI_ALYX_ZOMBIE_MELEE
.rdata:1053A73C	0000000E	C	ACT_OPEN_DOOR
.rdata:1053A74C	00000011	C	ACT_DIE_STANDING
.rdata:1053A760	0000000E	C	ACT_DIE_INCAP
.rdata:1053A770	00000018	C	ACT_DIE_CROUCH_LEFTSIDE
.rdata:1053A788	00000018	C	ACT_DIE_CROUCH_BACKSIDE
.rdata:1053A7A0	00000019	C	ACT_DIE_CROUCH_RIGHTSIDE
.rdata:1053A7BC	00000019	C	ACT_DIE_CROUCH_FRONTSIDE
.rdata:1053A7D8	00000011	C	ACT_DIE_LEFTSIDE
.rdata:1053A7EC	00000011	C	ACT_DIE_BACKSIDE
.rdata:1053A800	00000012	C	ACT_DIE_RIGHTSIDE
.rdata:1053A814	00000012	C	ACT_DIE_FRONTSIDE
.rdata:1053A828	0000001C	C	ACT_PHYSCANNON_ANIMATE_POST
.rdata:1053A844	0000001B	C	ACT_PHYSCANNON_ANIMATE_PRE
.rdata:1053A860	00000017	C	ACT_PHYSCANNON_ANIMATE
.rdata:1053A878	00000016	C	ACT_PHYSCANNON_DETACH
.rdata:1053A890	0000001E	C	ACT_GESTURE_BARNACLE_STRANGLE
.rdata:1053A8B0	00000019	C	ACT_DIE_BARNACLE_SWALLOW
.rdata:1053A8CC	0000000F	C	ACT_DUCK_DODGE
.rdata:1053A8DC	0000000F	C	ACT_BUSY_QUEUE
.rdata:1053A8EC	0000000F	C	ACT_BUSY_STAND
.rdata:1053A8FC	00000018	C	ACT_BUSY_SIT_CHAIR_EXIT
.rdata:1053A914	00000019	C	ACT_BUSY_SIT_CHAIR_ENTRY
.rdata:1053A930	00000013	C	ACT_BUSY_SIT_CHAIR
.rdata:1053A944	00000019	C	ACT_BUSY_SIT_GROUND_EXIT
.rdata:1053A960	0000001A	C	ACT_BUSY_SIT_GROUND_ENTRY
.rdata:1053A97C	00000014	C	ACT_BUSY_SIT_GROUND
.rdata:1053A990	00000018	C	ACT_BUSY_LEAN_BACK_EXIT
.rdata:1053A9A8	00000019	C	ACT_BUSY_LEAN_BACK_ENTRY
.rdata:1053A9C4	00000013	C	ACT_BUSY_LEAN_BACK
.rdata:1053A9D8	00000018	C	ACT_BUSY_LEAN_LEFT_EXIT
.rdata:1053A9F0	00000019	C	ACT_BUSY_LEAN_LEFT_ENTRY
.rdata:1053AA0C	00000013	C	ACT_BUSY_LEAN_LEFT
.rdata:1053AA20	0000001B	C	ACT_GESTURE_RELOAD_SHOTGUN
.rdata:1053AA3C	00000018	C	ACT_GESTURE_RELOAD_SMG1
.rdata:1053AA54	0000001A	C	ACT_GESTURE_RELOAD_PISTOL
.rdata:1053AA70	00000013	C	ACT_GESTURE_RELOAD
.rdata:1053AA84	00000017	C	ACT_RELOAD_SHOTGUN_LOW
.rdata:1053AA9C	00000013	C	ACT_RELOAD_SHOTGUN
.rdata:1053AAB0	00000014	C	ACT_RELOAD_SMG1_LOW
.rdata:1053AAC4	00000010	C	ACT_RELOAD_SMG1
.rdata:1053AAD4	00000016	C	ACT_RELOAD_PISTOL_LOW
.rdata:1053AAEC	00000012	C	ACT_RELOAD_PISTOL
.rdata:1053AB00	0000001B	C	ACT_RUN_AIM_STEALTH_PISTOL
.rdata:1053AB1C	0000001C	C	ACT_WALK_AIM_STEALTH_PISTOL
.rdata:1053AB38	00000018	C	ACT_WALK_STEALTH_PISTOL
.rdata:1053AB50	00000013	C	ACT_RUN_AIM_PISTOL
.rdata:1053AB64	00000014	C	ACT_WALK_AIM_PISTOL
.rdata:1053AB78	0000000F	C	ACT_RUN_PISTOL
.rdata:1053AB88	00000010	C	ACT_WALK_PISTOL
.rdata:1053AB98	00000014	C	ACT_RUN_AIM_SHOTGUN
.rdata:1053ABAC	00000015	C	ACT_WALK_AIM_SHOTGUN
.rdata:1053ABC4	00000017	C	ACT_RUN_STEALTH_PISTOL
.rdata:1053ABDC	00000019	C	ACT_RUN_CROUCH_AIM_RIFLE
.rdata:1053ABF8	00000015	C	ACT_RUN_CROUCH_RIFLE
.rdata:1053AC10	00000012	C	ACT_RUN_AIM_RIFLE
.rdata:1053AC24	0000000E	C	ACT_RUN_RIFLE
.rdata:1053AC34	0000001A	C	ACT_WALK_CROUCH_AIM_RIFLE
.rdata:1053AC50	00000016	C	ACT_WALK_CROUCH_RIFLE
.rdata:1053AC68	00000013	C	ACT_WALK_AIM_RIFLE
.rdata:1053AC7C	0000000F	C	ACT_WALK_RIFLE
.rdata:1053AC8C	00000014	C	ACT_RUN_RPG_RELAXED
.rdata:1053ACA0	00000015	C	ACT_WALK_RPG_RELAXED
.rdata:1053ACB8	00000013	C	ACT_RUN_CROUCH_RPG
.rdata:1053ACCC	00000014	C	ACT_WALK_CROUCH_RPG
.rdata:1053ACE0	0000000C	C	ACT_RUN_RPG
.rdata:1053ACEC	0000000D	C	ACT_WALK_RPG
.rdata:1053ACFC	00000012	C	ACT_COVER_LOW_RPG
.rdata:1053AD10	00000013	C	ACT_IDLE_ANGRY_RPG
.rdata:1053AD24	0000000D	C	ACT_IDLE_RPG
.rdata:1053AD34	00000015	C	ACT_IDLE_RPG_RELAXED
.rdata:1053AD4C	00000015	C	ACT_IDLE_ANGRY_MELEE
.rdata:1053AD64	0000000F	C	ACT_IDLE_MELEE
.rdata:1053AD74	00000013	C	ACT_IDLE_MANNEDGUN
.rdata:1053AD88	00000013	C	ACT_POLICE_HARASS2
.rdata:1053AD9C	00000013	C	ACT_POLICE_HARASS1
.rdata:1053ADB0	0000000F	C	ACT_WALK_ANGRY
.rdata:1053ADC0	0000001A	C	ACT_IDLE_SHOTGUN_AGITATED
.rdata:1053ADDC	0000001C	C	ACT_IDLE_SHOTGUN_STIMULATED
.rdata:1053ADF8	00000019	C	ACT_IDLE_SHOTGUN_RELAXED
.rdata:1053AE14	0000001D	C	ACT_RUN_AIM_RIFLE_STIMULATED
.rdata:1053AE34	0000001E	C	ACT_WALK_AIM_RIFLE_STIMULATED
.rdata:1053AE54	0000001E	C	ACT_IDLE_AIM_RIFLE_STIMULATED
.rdata:1053AE74	00000019	C	ACT_RUN_RIFLE_STIMULATED
.rdata:1053AE90	0000001A	C	ACT_WALK_RIFLE_STIMULATED
.rdata:1053AEAC	00000016	C	ACT_RUN_RIFLE_RELAXED
.rdata:1053AEC4	00000017	C	ACT_WALK_RIFLE_RELAXED
.rdata:1053AEDC	00000019	C	ACT_IDLE_SMG1_STIMULATED
.rdata:1053AEF8	00000016	C	ACT_IDLE_SMG1_RELAXED
.rdata:1053AF10	00000012	C	ACT_WALK_SUITCASE
.rdata:1053AF24	00000012	C	ACT_IDLE_SUITCASE
.rdata:1053AF38	00000011	C	ACT_WALK_PACKAGE
.rdata:1053AF4C	00000011	C	ACT_IDLE_PACKAGE
.rdata:1053AF60	00000018	C	ACT_IDLE_STEALTH_PISTOL
.rdata:1053AF78	00000017	C	ACT_IDLE_ANGRY_SHOTGUN
.rdata:1053AF90	00000016	C	ACT_IDLE_ANGRY_PISTOL
.rdata:1053AFA8	00000010	C	ACT_IDLE_PISTOL
.rdata:1053AFB8	00000014	C	ACT_IDLE_ANGRY_SMG1
.rdata:1053AFCC	0000000E	C	ACT_IDLE_SMG1
.rdata:1053AFDC	0000000F	C	ACT_IDLE_RIFLE
.rdata:1053AFEC	0000001F	C	ACT_GESTURE_MELEE_ATTACK_SWING
.rdata:1053B00C	00000026	C	ACT_GESTURE_RANGE_ATTACK_SNIPER_RIFLE
.rdata:1053B034	0000001F	C	ACT_GESTURE_RANGE_ATTACK_THROW
.rdata:1053B054	00000022	C	ACT_GESTURE_RANGE_ATTACK_TRIPWIRE
.rdata:1053B078	0000001E	C	ACT_GESTURE_RANGE_ATTACK_SLAM
.rdata:1053B098	00000024	C	ACT_GESTURE_RANGE_ATTACK_PISTOL_LOW
.rdata:1053B0BC	00000020	C	ACT_GESTURE_RANGE_ATTACK_PISTOL
.rdata:1053B0DC	00000021	C	ACT_GESTURE_RANGE_ATTACK_SHOTGUN
.rdata:1053B100	0000001E	C	ACT_GESTURE_RANGE_ATTACK_SMG2
.rdata:1053B120	00000022	C	ACT_GESTURE_RANGE_ATTACK_SMG1_LOW
.rdata:1053B144	0000001E	C	ACT_GESTURE_RANGE_ATTACK_SMG1
.rdata:1053B164	0000001C	C	ACT_GESTURE_RANGE_ATTACK_ML
.rdata:1053B180	0000001E	C	ACT_GESTURE_RANGE_ATTACK_HMG1
.rdata:1053B1A0	00000025	C	ACT_GESTURE_RANGE_ATTACK_AR2_GRENADE
.rdata:1053B1C8	0000001D	C	ACT_GESTURE_RANGE_ATTACK_AR2
.rdata:1053B1E8	0000001D	C	ACT_GESTURE_RANGE_ATTACK_AR1
.rdata:1053B208	00000013	C	ACT_COVER_SMG1_LOW
.rdata:1053B21C	00000015	C	ACT_COVER_PISTOL_LOW
.rdata:1053B234	00000016	C	ACT_RANGE_AIM_AR2_LOW
.rdata:1053B24C	00000019	C	ACT_RANGE_AIM_PISTOL_LOW
.rdata:1053B268	00000017	C	ACT_RANGE_AIM_SMG1_LOW
.rdata:1053B280	00000012	C	ACT_RANGE_AIM_LOW
.rdata:1053B294	00000017	C	ACT_MELEE_ATTACK_SWING
.rdata:1053B2AC	00000015	C	ACT_RANGE_ATTACK_RPG
.rdata:1053B2C4	0000001E	C	ACT_RANGE_ATTACK_SNIPER_RIFLE
.rdata:1053B2E4	00000017	C	ACT_RANGE_ATTACK_THROW
.rdata:1053B2FC	0000001A	C	ACT_RANGE_ATTACK_TRIPWIRE
.rdata:1053B318	00000016	C	ACT_RANGE_ATTACK_SLAM
.rdata:1053B330	0000001C	C	ACT_RANGE_ATTACK_PISTOL_LOW
.rdata:1053B34C	00000018	C	ACT_RANGE_ATTACK_PISTOL
.rdata:1053B364	0000001D	C	ACT_RANGE_ATTACK_SHOTGUN_LOW
.rdata:1053B384	00000019	C	ACT_RANGE_ATTACK_SHOTGUN
.rdata:1053B3A0	00000016	C	ACT_RANGE_ATTACK_SMG2
.rdata:1053B3B8	0000001A	C	ACT_RANGE_ATTACK_SMG1_LOW
.rdata:1053B3D4	00000016	C	ACT_RANGE_ATTACK_SMG1
.rdata:1053B3EC	00000014	C	ACT_RANGE_ATTACK_ML
.rdata:1053B400	00000016	C	ACT_RANGE_ATTACK_HMG1
.rdata:1053B418	0000001D	C	ACT_RANGE_ATTACK_AR2_GRENADE
.rdata:1053B438	00000019	C	ACT_RANGE_ATTACK_AR2_LOW
.rdata:1053B454	00000015	C	ACT_RANGE_ATTACK_AR2
.rdata:1053B46C	00000015	C	ACT_RANGE_ATTACK_AR1
.rdata:1053B484	00000017	C	ACT_PHYSCANNON_UPGRADE
.rdata:1053B49C	00000011	C	ACT_SMG2_TOBURST
.rdata:1053B4B0	00000010	C	ACT_SMG2_TOAUTO
.rdata:1053B4C0	00000012	C	ACT_SMG2_DRYFIRE2
.rdata:1053B4D4	00000011	C	ACT_SMG2_RELOAD2
.rdata:1053B4E8	0000000F	C	ACT_SMG2_DRAW2
.rdata:1053B4F8	0000000F	C	ACT_SMG2_FIRE2
.rdata:1053B508	0000000F	C	ACT_SMG2_IDLE2
.rdata:1053B518	00000011	C	ACT_SHOTGUN_PUMP
.rdata:1053B52C	0000001A	C	ACT_SHOTGUN_RELOAD_FINISH
.rdata:1053B548	00000019	C	ACT_SHOTGUN_RELOAD_START
.rdata:1053B564	0000001E	C	ACT_SLAM_DETONATOR_THROW_DRAW
.rdata:1053B584	00000022	C	ACT_SLAM_DETONATOR_STICKWALL_DRAW
.rdata:1053B5A8	0000001B	C	ACT_SLAM_DETONATOR_HOLSTER
.rdata:1053B5C4	0000001C	C	ACT_SLAM_DETONATOR_DETONATE
.rdata:1053B5E0	00000018	C	ACT_SLAM_DETONATOR_DRAW
.rdata:1053B5F8	00000018	C	ACT_SLAM_DETONATOR_IDLE
.rdata:1053B610	0000001E	C	ACT_SLAM_TRIPMINE_TO_THROW_ND
.rdata:1053B630	00000022	C	ACT_SLAM_TRIPMINE_TO_STICKWALL_ND
.rdata:1053B654	0000001A	C	ACT_SLAM_TRIPMINE_ATTACH2
.rdata:1053B670	00000019	C	ACT_SLAM_TRIPMINE_ATTACH
.rdata:1053B68C	00000017	C	ACT_SLAM_TRIPMINE_DRAW
.rdata:1053B6A4	00000017	C	ACT_SLAM_TRIPMINE_IDLE
.rdata:1053B6BC	0000001E	C	ACT_SLAM_THROW_TO_TRIPMINE_ND
.rdata:1053B6DC	00000021	C	ACT_SLAM_THROW_DETONATOR_HOLSTER
.rdata:1053B700	00000018	C	ACT_SLAM_THROW_DETONATE
.rdata:1053B718	0000001F	C	ACT_SLAM_THROW_TO_STICKWALL_ND
.rdata:1053B738	0000001C	C	ACT_SLAM_THROW_TO_STICKWALL
.rdata:1053B754	00000017	C	ACT_SLAM_THROW_ND_DRAW
.rdata:1053B76C	00000014	C	ACT_SLAM_THROW_DRAW
.rdata:1053B780	00000019	C	ACT_SLAM_THROW_THROW_ND2
.rdata:1053B79C	00000018	C	ACT_SLAM_THROW_THROW_ND
.rdata:1053B7B4	00000016	C	ACT_SLAM_THROW_THROW2
.rdata:1053B7CC	00000015	C	ACT_SLAM_THROW_THROW
.rdata:1053B7E4	00000017	C	ACT_SLAM_THROW_ND_IDLE
.rdata:1053B7FC	00000014	C	ACT_SLAM_THROW_IDLE
.rdata:1053B810	00000022	C	ACT_SLAM_STICKWALL_TO_TRIPMINE_ND
.rdata:1053B834	0000001F	C	ACT_SLAM_STICKWALL_TO_THROW_ND
.rdata:1053B854	0000001C	C	ACT_SLAM_STICKWALL_TO_THROW
.rdata:1053B870	0000001B	C	ACT_SLAM_STICKWALL_ND_DRAW
.rdata:1053B88C	00000018	C	ACT_SLAM_STICKWALL_DRAW
.rdata:1053B8A4	00000025	C	ACT_SLAM_STICKWALL_DETONATOR_HOLSTER
.rdata:1053B8CC	0000001C	C	ACT_SLAM_STICKWALL_DETONATE
.rdata:1053B8E8	0000001E	C	ACT_SLAM_STICKWALL_ND_ATTACH2
.rdata:1053B908	0000001D	C	ACT_SLAM_STICKWALL_ND_ATTACH
.rdata:1053B928	0000001B	C	ACT_SLAM_STICKWALL_ATTACH2
.rdata:1053B944	0000001A	C	ACT_SLAM_STICKWALL_ATTACH
.rdata:1053B960	0000001B	C	ACT_SLAM_STICKWALL_ND_IDLE
.rdata:1053B97C	00000018	C	ACT_SLAM_STICKWALL_IDLE
.rdata:1053B994	00000017	C	ACT_VM_DETACH_SILENCER
.rdata:1053B9AC	00000017	C	ACT_VM_ATTACH_SILENCER
.rdata:1053B9C4	00000011	C	ACT_VM_MAUL_LOOP
.rdata:1053B9D8	0000000F	C	ACT_VM_RELEASE
.rdata:1053B9E8	0000000E	C	ACT_VM_PICKUP
.rdata:1053B9F8	0000000F	C	ACT_VM_RECOIL3
.rdata:1053BA08	0000000F	C	ACT_VM_RECOIL2
.rdata:1053BA18	0000000F	C	ACT_VM_RECOIL1
.rdata:1053BA28	00000017	C	ACT_VM_LOWERED_TO_IDLE
.rdata:1053BA40	00000014	C	ACT_VM_IDLE_LOWERED
.rdata:1053BA54	00000017	C	ACT_VM_IDLE_TO_LOWERED
.rdata:1053BA6C	00000010	C	ACT_VM_SWINGHIT
.rdata:1053BA7C	00000011	C	ACT_VM_SWINGMISS
.rdata:1053BA90	00000011	C	ACT_VM_SWINGHARD
.rdata:1053BAA4	00000010	C	ACT_VM_HAULBACK
.rdata:1053BAB4	00000013	C	ACT_VM_MISSCENTER2
.rdata:1053BAC8	00000012	C	ACT_VM_MISSCENTER
.rdata:1053BADC	00000012	C	ACT_VM_MISSRIGHT2
.rdata:1053BAF0	00000011	C	ACT_VM_MISSRIGHT
.rdata:1053BB04	00000011	C	ACT_VM_MISSLEFT2
.rdata:1053BB18	00000010	C	ACT_VM_MISSLEFT
.rdata:1053BB28	00000012	C	ACT_VM_HITCENTER2
.rdata:1053BB3C	00000011	C	ACT_VM_HITCENTER
.rdata:1053BB50	00000011	C	ACT_VM_HITRIGHT2
.rdata:1053BB64	00000010	C	ACT_VM_HITRIGHT
.rdata:1053BB74	00000010	C	ACT_VM_HITLEFT2
.rdata:1053BB84	0000000F	C	ACT_VM_HITLEFT
.rdata:1053BB94	0000000F	C	ACT_VM_DRYFIRE
.rdata:1053BBA4	0000000E	C	ACT_VM_RELOAD
.rdata:1053BBB4	00000017	C	ACT_VM_SECONDARYATTACK
.rdata:1053BBCC	00000015	C	ACT_VM_PRIMARYATTACK
.rdata:1053BBE4	0000000F	C	ACT_VM_PULLPIN
.rdata:1053BBF4	0000000C	C	ACT_VM_DROP
.rdata:1053BC00	0000000D	C	ACT_VM_THROW
.rdata:1053BC10	00000014	C	ACT_VM_PULLBACK_LOW
.rdata:1053BC24	00000015	C	ACT_VM_PULLBACK_HIGH
.rdata:1053BC3C	00000010	C	ACT_VM_PULLBACK
.rdata:1053BC4C	0000000E	C	ACT_VM_FIDGET
.rdata:1053BC5C	0000000C	C	ACT_VM_IDLE
.rdata:1053BC68	0000000F	C	ACT_VM_HOLSTER
.rdata:1053BC78	0000000C	C	ACT_VM_DRAW
.rdata:1053BC84	00000014	C	ACT_VM_RELOAD_EMPTY
.rdata:1053BC98	0000000E	C	ACT_VM_DEPLOY
.rdata:1053BCA8	00000016	C	ACT_SPECIFIC_SEQUENCE
.rdata:1053BCC0	00000013	C	ACT_DO_NOT_DISTURB
.rdata:1053BCD4	00000012	C	ACT_BARNACLE_CHEW
.rdata:1053BCE8	00000013	C	ACT_BARNACLE_CHOMP
.rdata:1053BCFC	00000012	C	ACT_BARNACLE_PULL
.rdata:1053BD10	00000011	C	ACT_BARNACLE_HIT
.rdata:1053BD24	0000001E	C	ACT_GESTURE_TURN_RIGHT90_FLAT
.rdata:1053BD44	0000001D	C	ACT_GESTURE_TURN_LEFT90_FLAT
.rdata:1053BD64	0000001E	C	ACT_GESTURE_TURN_RIGHT45_FLAT
.rdata:1053BD84	0000001D	C	ACT_GESTURE_TURN_LEFT45_FLAT
.rdata:1053BDA4	00000019	C	ACT_GESTURE_TURN_RIGHT90
.rdata:1053BDC0	00000018	C	ACT_GESTURE_TURN_LEFT90
.rdata:1053BDD8	00000019	C	ACT_GESTURE_TURN_RIGHT45
.rdata:1053BDF4	00000018	C	ACT_GESTURE_TURN_LEFT45
.rdata:1053BE0C	00000017	C	ACT_GESTURE_TURN_RIGHT
.rdata:1053BE24	00000016	C	ACT_GESTURE_TURN_LEFT
.rdata:1053BE3C	0000001C	C	ACT_GESTURE_FLINCH_RIGHTLEG
.rdata:1053BE58	0000001B	C	ACT_GESTURE_FLINCH_LEFTLEG
.rdata:1053BE74	0000001C	C	ACT_GESTURE_FLINCH_RIGHTARM
.rdata:1053BE90	0000001B	C	ACT_GESTURE_FLINCH_LEFTARM
.rdata:1053BEAC	0000001B	C	ACT_GESTURE_FLINCH_STOMACH
.rdata:1053BEC8	00000019	C	ACT_GESTURE_FLINCH_CHEST
.rdata:1053BEE4	00000018	C	ACT_GESTURE_FLINCH_HEAD
.rdata:1053BEFC	00000029	C	ACT_GESTURE_FLINCH_BLAST_DAMAGED_SHOTGUN
.rdata:1053BF28	00000021	C	ACT_GESTURE_FLINCH_BLAST_DAMAGED
.rdata:1053BF4C	00000021	C	ACT_GESTURE_FLINCH_BLAST_SHOTGUN
.rdata:1053BF70	00000019	C	ACT_GESTURE_FLINCH_BLAST
.rdata:1053BF8C	00000017	C	ACT_GESTURE_BIG_FLINCH
.rdata:1053BFA4	00000019	C	ACT_GESTURE_SMALL_FLINCH
.rdata:1053BFC0	0000001F	C	ACT_MELEE_ATTACK_SWING_GESTURE
.rdata:1053BFE0	0000001E	C	ACT_GESTURE_RANGE_ATTACK2_LOW
.rdata:1053C000	0000001E	C	ACT_GESTURE_RANGE_ATTACK1_LOW
.rdata:1053C020	0000001A	C	ACT_GESTURE_MELEE_ATTACK2
.rdata:1053C03C	0000001A	C	ACT_GESTURE_MELEE_ATTACK1
.rdata:1053C058	0000001A	C	ACT_GESTURE_RANGE_ATTACK2
.rdata:1053C074	0000001A	C	ACT_GESTURE_RANGE_ATTACK1
.rdata:1053C090	0000000E	C	ACT_STEP_FORE
.rdata:1053C0A0	0000000E	C	ACT_STEP_BACK
.rdata:1053C0B0	0000000F	C	ACT_STEP_RIGHT
.rdata:1053C0C0	0000000E	C	ACT_STEP_LEFT
.rdata:1053C0D0	0000000D	C	ACT_90_RIGHT
.rdata:1053C0E0	0000000C	C	ACT_90_LEFT
.rdata:1053C0EC	0000000E	C	ACT_180_RIGHT
.rdata:1053C0FC	0000000D	C	ACT_180_LEFT
.rdata:1053C10C	00000010	C	ACT_RAPPEL_LOOP
.rdata:1053C11C	00000010	C	ACT_RUN_ON_FIRE
.rdata:1053C12C	00000011	C	ACT_WALK_ON_FIRE
.rdata:1053C140	00000011	C	ACT_IDLE_ON_FIRE
.rdata:1053C154	00000018	C	ACT_FLINCH_CROUCH_RIGHT
.rdata:1053C16C	00000017	C	ACT_FLINCH_CROUCH_LEFT
.rdata:1053C184	00000017	C	ACT_FLINCH_CROUCH_BACK
.rdata:1053C19C	00000018	C	ACT_FLINCH_CROUCH_FRONT
.rdata:1053C1B4	00000018	C	ACT_FLINCH_STOMACH_BACK
.rdata:1053C1CC	00000016	C	ACT_FLINCH_CHEST_BACK
.rdata:1053C1E4	00000015	C	ACT_FLINCH_HEAD_BACK
.rdata:1053C1FC	00000013	C	ACT_FLINCH_PHYSICS
.rdata:1053C210	00000014	C	ACT_FLINCH_RIGHTLEG
.rdata:1053C224	00000013	C	ACT_FLINCH_LEFTLEG
.rdata:1053C238	00000014	C	ACT_FLINCH_RIGHTARM
.rdata:1053C24C	00000013	C	ACT_FLINCH_LEFTARM
.rdata:1053C260	00000013	C	ACT_FLINCH_STOMACH
.rdata:1053C274	00000011	C	ACT_FLINCH_CHEST
.rdata:1053C288	00000010	C	ACT_FLINCH_HEAD
.rdata:1053C298	00000011	C	ACT_DIE_BACKSHOT
.rdata:1053C2AC	00000010	C	ACT_DIE_GUTSHOT
.rdata:1053C2BC	00000012	C	ACT_DIE_CHESTSHOT
.rdata:1053C2D0	00000011	C	ACT_DIE_HEADSHOT
.rdata:1053C2E4	00000012	C	ACT_VICTORY_DANCE
.rdata:1053C2F8	0000000F	C	ACT_RUN_SCARED
.rdata:1053C308	00000010	C	ACT_WALK_SCARED
.rdata:1053C318	00000010	C	ACT_COMBAT_IDLE
.rdata:1053C328	00000014	C	ACT_SPECIAL_ATTACK2
.rdata:1053C33C	00000014	C	ACT_SPECIAL_ATTACK1
.rdata:1053C350	0000000D	C	ACT_RUN_HURT
.rdata:1053C360	0000000E	C	ACT_WALK_HURT
.rdata:1053C370	00000018	C	ACT_CROUCHIDLE_AGITATED
.rdata:1053C388	0000001E	C	ACT_CROUCHIDLE_AIM_STIMULATED
.rdata:1053C3A8	0000001A	C	ACT_CROUCHIDLE_STIMULATED
.rdata:1053C3C4	00000014	C	ACT_RUN_AIM_STEALTH
.rdata:1053C3D8	00000015	C	ACT_RUN_AIM_AGITATED
.rdata:1053C3F0	00000017	C	ACT_RUN_AIM_STIMULATED
.rdata:1053C408	00000014	C	ACT_RUN_AIM_RELAXED
.rdata:1053C41C	00000015	C	ACT_WALK_AIM_STEALTH
.rdata:1053C434	00000016	C	ACT_WALK_AIM_AGITATED
.rdata:1053C44C	00000018	C	ACT_WALK_AIM_STIMULATED
.rdata:1053C464	00000015	C	ACT_WALK_AIM_RELAXED
.rdata:1053C47C	00000015	C	ACT_IDLE_AIM_STEALTH
.rdata:1053C494	00000016	C	ACT_IDLE_AIM_AGITATED
.rdata:1053C4AC	00000018	C	ACT_IDLE_AIM_STIMULATED
.rdata:1053C4C4	00000015	C	ACT_IDLE_AIM_RELAXED
.rdata:1053C4DC	00000010	C	ACT_RUN_STEALTH
.rdata:1053C4EC	00000011	C	ACT_RUN_AGITATED
.rdata:1053C500	00000013	C	ACT_RUN_STIMULATED
.rdata:1053C514	00000010	C	ACT_RUN_RELAXED
.rdata:1053C524	00000011	C	ACT_WALK_STEALTH
.rdata:1053C538	00000012	C	ACT_WALK_AGITATED
.rdata:1053C54C	00000014	C	ACT_WALK_STIMULATED
.rdata:1053C560	00000011	C	ACT_WALK_RELAXED
.rdata:1053C574	0000000E	C	ACT_IDLE_HURT
.rdata:1053C584	00000011	C	ACT_IDLE_STEALTH
.rdata:1053C598	00000012	C	ACT_IDLE_AGITATED
.rdata:1053C5AC	00000014	C	ACT_IDLE_STIMULATED
.rdata:1053C5C0	00000011	C	ACT_IDLE_RELAXED
.rdata:1053C5D4	0000000F	C	ACT_IDLE_ANGRY
.rdata:1053C5E4	00000010	C	ACT_PICKUP_RACK
.rdata:1053C5F4	00000012	C	ACT_PICKUP_GROUND
.rdata:1053C608	00000018	C	ACT_DROP_WEAPON_SHOTGUN
.rdata:1053C620	00000010	C	ACT_DROP_WEAPON
.rdata:1053C630	0000000B	C	ACT_DISARM
.rdata:1053C63C	00000008	C	ACT_ARM
.rdata:1053C644	0000000F	C	ACT_RELOAD_LOW
.rdata:1053C654	00000012	C	ACT_RELOAD_FINISH
.rdata:1053C668	00000011	C	ACT_RELOAD_START
.rdata:1053C67C	0000000B	C	ACT_RELOAD
.rdata:1053C688	00000012	C	ACT_MELEE_ATTACK2
.rdata:1053C69C	00000012	C	ACT_MELEE_ATTACK1
.rdata:1053C6B0	0000000F	C	ACT_BIG_FLINCH
.rdata:1053C6C0	00000011	C	ACT_SMALL_FLINCH
.rdata:1053C6D4	0000000A	C	ACT_COWER
.rdata:1053C6E0	00000012	C	ACT_LOOKBACK_LEFT
.rdata:1053C6F4	00000013	C	ACT_LOOKBACK_RIGHT
.rdata:1053C708	00000015	C	ACT_SIGNAL_TAKECOVER
.rdata:1053C720	00000011	C	ACT_SIGNAL_RIGHT
.rdata:1053C734	00000010	C	ACT_SIGNAL_LEFT
.rdata:1053C744	00000010	C	ACT_SIGNAL_HALT
.rdata:1053C754	00000011	C	ACT_SIGNAL_GROUP
.rdata:1053C768	00000013	C	ACT_SIGNAL_FORWARD
.rdata:1053C77C	00000013	C	ACT_SIGNAL_ADVANCE
.rdata:1053C790	0000000C	C	ACT_SIGNAL3
.rdata:1053C79C	0000000C	C	ACT_SIGNAL2
.rdata:1053C7A8	0000000C	C	ACT_SIGNAL1
.rdata:1053C7B4	00000008	C	ACT_USE
.rdata:1053C7BC	0000000A	C	ACT_STAND
.rdata:1053C7C8	0000000F	C	ACT_CROUCHIDLE
.rdata:1053C7D8	0000000B	C	ACT_CROUCH
.rdata:1053C7E4	0000000F	C	ACT_TURN_RIGHT
.rdata:1053C7F4	0000000E	C	ACT_TURN_LEFT
.rdata:1053C804	0000000F	C	ACT_ROLL_RIGHT
.rdata:1053C814	0000000E	C	ACT_ROLL_LEFT
.rdata:1053C824	00000011	C	ACT_STRAFE_RIGHT
.rdata:1053C838	00000010	C	ACT_STRAFE_LEFT
.rdata:1053C848	00000014	C	ACT_SHIPLADDER_DOWN
.rdata:1053C85C	00000012	C	ACT_SHIPLADDER_UP
.rdata:1053C870	00000013	C	ACT_CLIMB_DISMOUNT
.rdata:1053C884	0000000F	C	ACT_CLIMB_DOWN
.rdata:1053C894	0000000D	C	ACT_CLIMB_UP
.rdata:1053C8A4	00000009	C	ACT_LAND
.rdata:1053C8B0	00000009	C	ACT_LEAP
.rdata:1053C8BC	00000008	C	ACT_HOP
.rdata:1053C8C4	00000009	C	ACT_JUMP
.rdata:1053C8D0	00000009	C	ACT_SWIM
.rdata:1053C8DC	0000000A	C	ACT_GLIDE
.rdata:1053C8E8	0000000A	C	ACT_HOVER
